time_received,Number of Vehicles
14793214058,12
14793214059,11
14793214060,11
14793214061,11
14793214062,12
14793214063,9
14793214064,12
14793214065,10
14793214066,11
14793214067,12
14793214068,11
14793214069,11
14793214070,11
14793214071,12
14793214072,11
14793214073,9
14793214074,11
14793214075,9
14793214076,10
14793214077,11
14793214078,9
14793214079,9
14793214080,9
14793214081,11
14793214082,11
14793214083,11
14793214084,11
14793214085,11
14793214086,11
14793214087,10
14793214088,10
14793214089,8
14793214090,10
14793214091,12
14793214092,10
14793214093,12
14793214094,11
14793214095,11
14793214096,11
14793214097,11
14793214098,12
14793214099,12
14793214100,12
14793214101,12
14793214102,12
14793214103,10
14793214104,11
14793214105,9
14793214106,13
14793214107,10
14793214108,10
14793214109,11
14793214110,10
14793214111,12
14793214112,11
14793214113,11
14793214114,11
14793214115,10
14793214116,10
14793214117,12
14793214118,9
14793214119,10
14793214120,11
14793214121,11
14793214122,11
14793214123,10
14793214124,12
14793214125,11
14793214126,12
14793214127,10
14793214128,11
14793214129,15
14793214130,12
14793214131,12
14793214132,12
14793214133,11
14793214134,14
14793214135,11
14793214136,13
14793214137,12
14793214138,14
14793214139,13
14793214140,12
14793214141,8
14793214142,11
14793214143,7
14793214144,18
14793214145,10
14793214146,10
14793214147,6
14793214148,11
14793214149,11
14793214150,12
14793214151,9
14793214152,12
14793214153,11
14793214154,13
14793214155,11
14793214156,11
14793214157,12
14793214158,12
14793214159,13
14793214160,12
14793214161,10
14793214162,11
14793214163,12
14793214164,9
14793214165,9
14793214166,18
14793214167,11
14793214168,12
14793214169,13
14793214170,12
14793214171,8
14793214172,15
14793214173,12
14793214174,12
14793214175,11
14793214176,12
14793214177,11
14793214178,12
14793214179,10
14793214180,10
14793214181,10
14793214182,11
14793214183,10
14793214184,10
14793214185,11
14793214186,11
14793214187,11
14793214188,11
14793214189,11
14793214190,8
14793214191,14
14793214192,11
14793214193,8
14793214194,11
14793214195,10
14793214196,8
14793214197,13
14793214198,10
14793214199,9
14793214200,11
14793214201,13
14793214202,11
14793214203,12
14793214204,10
14793214205,12
14793214206,13
14793214207,9
14793214208,12
14793214209,12
14793214210,13
14793214211,11
14793214212,13
14793214213,11
14793214214,9
14793214215,10
14793214216,12
14793214217,12
14793214218,11
14793214219,12
14793214220,10
14793214221,11
14793214222,12
14793214223,13
14793214224,13
14793214225,14
14793214226,12
14793214227,10
14793214228,13
14793214229,12
14793214230,14
14793214231,12
14793214232,13
14793214233,12
14793214234,12
14793214235,12
14793214236,11
14793214237,12
14793214238,11
14793214239,12
14793214240,11
14793214241,12
14793214242,12
14793214243,11
14793214244,9
14793214245,10
14793214246,8
14793214247,11
14793214248,13
14793214249,13
14793214250,10
14793214251,10
14793214252,16
14793214253,9
14793214254,17
14793214255,12
14793214256,12
14793214257,11
14793214258,11
14793214259,7
14793214260,15
14793214261,12
14793214262,6
14793214263,7
14793214264,19
14793214265,11
14793214266,10
14793214267,11
14793214268,12
14793214269,7
14793214270,14
14793214271,10
14793214272,14
14793214273,13
14793214274,12
14793214275,11
14793214276,12
14793214277,12
14793214278,14
14793214279,12
14793214280,12
14793214281,13
14793214282,13
14793214283,13
14793214284,10
14793214285,15
14793214286,13
14793214287,12
14793214288,11
14793214289,11
14793214290,13
14793214291,11
14793214292,9
14793214293,19
14793214294,12
14793214295,13
14793214296,12
14793214297,12
14793214298,13
14793214299,11
14793214300,12
14793214301,9
14793214302,12
14793214303,12
14793214304,12
14793214305,12
14793214306,12
14793214307,10
14793214308,10
14793214309,12
14793214310,11
14793214311,11
14793214312,11
14793214313,12
14793214314,13
14793214315,11
14793214316,14
14793214317,9
14793214318,17
14793214319,11
14793214320,13
14793214321,14
14793214322,14
14793214323,14
14793214324,13
14793214325,9
14793214326,15
14793214327,12
14793214328,9
14793214329,14
14793214330,13
14793214331,11
14793214332,14
14793214333,13
14793214334,12
14793214335,13
14793214336,12
14793214337,12
14793214338,14
14793214339,11
14793214340,13
14793214341,11
14793214342,11
14793214343,14
14793214344,13
14793214345,13
14793214346,11
14793214347,13
14793214348,12
14793214349,13
14793214350,13
14793214351,9
14793214352,14
14793214353,12
14793214354,11
14793214355,14
14793214356,12
14793214357,14
14793214358,13
14793214359,11
14793214360,13
14793214361,13
14793214362,12
14793214363,12
14793214364,13
14793214365,12
14793214366,11
14793214367,12
14793214368,14
14793214369,11
14793214370,10
14793214371,13
14793214372,12
14793214373,12
14793214374,13
14793214375,12
14793214376,9
14793214377,11
14793214378,12
14793214379,12
14793214380,13
14793214381,12
14793214382,10
14793214383,6
14793214384,18
14793214385,11
14793214386,7
14793214387,13
14793214388,13
14793214389,10
14793214390,12
14793214391,10
14793214392,11
14793214393,10
14793214394,12
14793214395,13
14793214396,14
14793214397,8
14793214398,15
14793214399,6
14793214401,10
14793214402,12
14793214403,11
14793214404,10
14793214405,10
14793214406,14
14793214407,12
14793214408,11
14793214409,13
14793214410,13
14793214411,10
14793214412,13
14793214413,15
14793214414,11
14793214415,13
14793214416,13
14793214417,12
14793214418,13
14793214419,11
14793214420,11
14793214421,13
14793214422,13
14793214423,14
14793214424,11
14793214425,11
14793214426,12
14793214427,12
14793214428,12
14793214429,12
14793214430,13
14793214431,12
14793214432,13
14793214433,9
14793214434,15
14793214435,10
14793214436,12
14793214437,11
14793214438,12
14793214439,6
14793214440,12
14793214441,14
14793214442,10
14793214443,12
14793214444,12
14793214445,11
14793214446,11
14793214447,12
14793214448,12
14793214449,10
14793214450,12
14793214451,13
14793214452,12
14793214453,12
14793214454,12
14793214455,11
14793214456,12
14793214457,12
14793214458,12
14793214459,13
14793214460,11
14793214461,12
14793214462,11
14793214463,12
14793214464,11
14793214465,12
14793214466,10
14793214467,11
14793214468,12
14793214469,11
14793214470,11
14793214471,11
14793214472,10
14793214473,11
14793214474,11
14793214475,12
14793214476,12
14793214477,12
14793214478,12
14793214479,10
14793214480,9
14793214481,10
14793214482,12
14793214483,10
14793214484,12
14793214485,12
14793214486,14
14793214487,12
14793214488,14
14793214489,11
14793214490,12
14793214491,14
14793214492,11
14793214493,11
14793214494,11
14793214495,14
14793214496,13
14793214497,10
14793214498,12
14793214499,12
14793214500,11
14793214501,12
14793214502,11
14793214503,6
14793214504,21
14793214505,11
14793214506,14
14793214507,9
14793214508,14
14793214509,9
14793214510,12
14793214511,12
14793214512,11
14793214513,11
14793214514,13
14793214515,12
14793214516,12
14793214517,12
14793214518,11
14793214519,12
14793214520,10
14793214521,12
14793214522,12
14793214523,12
14793214524,11
14793214525,12
14793214526,13
14793214527,12
14793214528,13
14793214529,13
14793214530,10
14793214531,10
14793214532,9
14793214533,24
14793214534,14
14793214535,13
14793214536,13
14793214537,11
14793214538,12
14793214539,13
14793214540,12
14793214541,12
14793214542,12
14793214543,14
14793214544,12
14793214545,15
14793214546,13
14793214547,14
14793214548,15
14793214549,11
14793214550,12
14793214551,13
14793214552,14
14793214553,10
14793214554,12
14793214555,12
14793214556,12
14793214557,14
14793214558,12
14793214559,13
14793214560,12
14793214561,13
14793214562,12
14793214563,11
14793214564,11
14793214565,13
14793214566,12
14793214567,12
14793214568,12
14793214569,14
14793214570,13
14793214571,12
14793214572,14
14793214573,9
14793214574,15
14793214575,9
14793214576,13
14793214577,12
14793214578,12
14793214579,12
14793214580,12
14793214581,11
14793214582,13
14793214583,9
14793214584,11
14793214585,12
14793214586,12
14793214587,12
14793214588,12
14793214589,12
14793214590,12
14793214591,12
14793214592,12
14793214593,7
14793214594,12
14793214595,11
14793214596,10
14793214597,11
14793214598,10
14793214599,14
14793214600,9
14793214601,11
14793214602,9
14793214603,12
14793214604,11
14793214605,13
14793214606,13
14793214607,11
14793214608,10
14793214609,11
14793214610,11
14793214611,12
14793214612,12
14793214613,11
14793214614,11
14793214615,11
14793214616,12
14793214617,12
14793214618,12
14793214619,13
14793214620,12
14793214621,12
14793214622,9
14793214623,7
14793214624,22
14793214625,12
14793214626,14
14793214627,15
14793214628,14
14793214629,12
14793214630,13
14793214631,11
14793214632,17
14793214633,13
14793214634,10
14793214635,14
14793214636,14
14793214637,15
14793214638,15
14793214639,13
14793214640,13
14793214641,12
14793214642,13
14793214643,11
14793214644,13
14793214645,11
14793214646,16
14793214647,11
14793214648,11
14793214649,13
14793214650,12
14793214651,8
14793214652,17
14793214653,11
14793214654,13
14793214655,10
14793214656,12
14793214657,11
14793214658,10
14793214659,10
14793214660,12
14793214661,11
14793214662,15
14793214663,14
14793214664,10
14793214665,15
14793214666,11
14793214667,12
14793214668,11
14793214669,11
14793214670,10
14793214671,12
14793214672,14
14793214673,12
14793214674,13
14793214675,11
14793214676,12
14793214677,11
14793214678,12
14793214679,11
14793214680,11
14793214681,9
14793214682,13
14793214683,12
14793214684,11
14793214685,11
14793214686,11
14793214687,12
14793214688,11
14793214689,11
14793214690,12
14793214691,10
14793214692,14
14793214693,11
14793214694,9
14793214695,11
14793214696,12
14793214697,12
14793214698,11
14793214699,12
14793214700,11
14793214701,11
14793214702,11
14793214703,10
14793214704,10
14793214705,12
14793214706,11
14793214707,10
14793214708,8
14793214709,13
14793214710,10
14793214711,12
14793214712,10
14793214713,14
14793214714,13
14793214715,14
14793214716,13
14793214717,14
14793214718,12
14793214719,13
14793214720,12
14793214721,12
14793214722,12
14793214723,14
14793214724,9
14793214725,13
14793214726,11
14793214727,10
14793214728,14
14793214729,14
14793214730,13
14793214731,12
14793214732,11
14793214733,11
14793214734,14
14793214735,12
14793214736,11
14793214737,10
14793214738,13
14793214739,12
14793214740,13
14793214741,10
14793214742,15
14793214743,7
14793214744,16
14793214745,13
14793214746,14
14793214747,14
14793214748,12
14793214749,14
14793214750,12
14793214751,12
14793214752,16
14793214753,11
14793214754,12
14793214755,14
14793214756,12
14793214757,14
14793214758,14
14793214759,14
14793214760,14
14793214761,13
14793214762,14
14793214763,12
14793214764,13
14793214765,12
14793214766,11
14793214767,12
14793214768,11
14793214769,12
14793214770,11
14793214771,5
14793214772,9
14793214773,26
14793214774,14
14793214775,12
14793214776,12
14793214777,15
14793214778,14
14793214779,15
14793214780,9
14793214781,15
14793214782,15
14793214783,14
14793214784,13
14793214785,14
14793214786,14
14793214787,14
14793214788,13
14793214789,11
14793214790,15
14793214791,12
14793214792,14
14793214793,12
14793214794,12
14793214795,12
14793214796,14
14793214797,13
14793214798,13
14793214799,12
14793214800,9
14793214801,14
14793214802,10
14793214803,11
14793214804,18
14793214805,12
14793214806,14
14793214807,14
14793214808,10
14793214809,15
14793214810,16
14793214811,10
14793214812,19
14793214813,10
14793214814,17
14793214815,15
14793214816,15
14793214817,11
14793214818,16
14793214819,12
14793214820,14
14793214821,14
14793214822,14
14793214823,12
14793214824,17
14793214825,12
14793214826,15
14793214827,14
14793214828,13
14793214829,14
14793214830,15
14793214831,12
14793214832,15
14793214833,12
14793214834,17
14793214835,13
14793214836,15
14793214837,13
14793214838,12
14793214839,14
14793214840,13
14793214841,15
14793214842,12
14793214843,9
14793214844,16
14793214845,12
14793214846,15
14793214847,12
14793214848,14
14793214849,11
14793214850,10
14793214851,11
14793214852,22
14793214853,12
14793214854,15
14793214855,14
14793214856,16
14793214857,10
14793214858,19
14793214859,14
14793214860,15
14793214861,13
14793214862,18
14793214863,7
14793214864,23
14793214865,10
14793214866,19
14793214867,13
14793214868,14
14793214869,17
14793214870,14
14793214871,11
14793214872,17
14793214873,10
14793214874,14
14793214875,15
14793214876,15
14793214877,14
14793214878,14
14793214879,16
14793214880,14
14793214881,13
14793214882,16
14793214883,15
14793214884,14
14793214885,14
14793214886,19
14793214887,14
14793214888,15
14793214889,11
14793214890,13
14793214891,9
14793214892,14
14793214893,19
14793214894,13
14793214895,16
14793214896,15
14793214897,15
14793214898,15
14793214899,13
14793214900,13
14793214901,14
14793214902,16
14793214903,12
14793214904,15
14793214905,13
14793214906,14
14793214907,13
14793214908,15
14793214909,12
14793214910,13
14793214911,13
14793214912,12
14793214913,11
14793214914,12
14793214915,10
14793214916,14
14793214917,11
14793214918,12
14793214919,14
14793214920,13
14793214921,8
14793214922,13
14793214923,9
14793214924,11
14793214925,9
14793214926,9
14793214927,13
14793214928,14
14793214929,13
14793214930,13
14793214931,9
14793214932,13
14793214933,14
14793214934,13
14793214935,13
14793214936,11
14793214937,10
14793214938,14
14793214939,16
14793214940,10
14793214941,10
14793214942,14
14793214943,11
14793214944,14
14793214945,12
14793214946,15
14793214947,12
14793214948,13
14793214949,9
14793214950,13
14793214951,14
14793214952,12
14793214953,15
14793214954,14
14793214955,12
14793214956,11
14793214957,9
14793214958,14
14793214959,13
14793214960,13
14793214961,12
14793214962,14
14793214963,14
14793214964,11
14793214965,12
14793214966,11
14793214967,10
14793214968,13
14793214969,14
14793214970,14
14793214971,14
14793214972,15
14793214973,13
14793214974,14
14793214975,13
14793214976,13
14793214977,10
14793214978,17
14793214979,15
14793214980,13
14793214981,12
14793214982,17
14793214983,8
14793214984,9
14793214985,23
14793214986,14
14793214987,12
14793214988,17
14793214989,15
14793214990,16
14793214991,13
14793214992,13
14793214993,14
14793214994,16
14793214995,12
14793214996,11
14793214997,18
14793214998,16
14793214999,16
14793215000,16
14793215001,14
14793215002,20
14793215003,13
14793215004,19
14793215005,10
14793215006,19
14793215007,13
14793215008,15
14793215009,17
14793215010,12
14793215011,12
14793215012,15
14793215013,16
14793215014,14
14793215015,15
14793215016,15
14793215017,14
14793215018,15
14793215019,17
14793215020,16
14793215021,14
14793215022,16
14793215023,16
14793215024,17
14793215025,16
14793215026,16
14793215027,16
14793215028,16
14793215029,16
14793215030,15
14793215031,13
14793215032,15
14793215033,13
14793215034,15
14793215035,15
14793215036,16
14793215037,15
14793215038,16
14793215039,14
14793215040,15
14793215041,14
14793215042,16
14793215043,17
14793215044,16
14793215045,16
14793215046,15
14793215047,14
14793215048,15
14793215049,15
14793215050,16
14793215051,14
14793215052,18
14793215053,8
14793215054,12
14793215055,17
14793215056,23
14793215057,12
14793215058,20
14793215059,8
14793215060,23
14793215061,14
14793215062,16
14793215063,10
14793215064,20
14793215065,8
14793215066,17
14793215067,9
14793215068,15
14793215069,13
14793215070,18
14793215071,16
14793215072,16
14793215073,14
14793215074,13
14793215075,19
14793215076,16
14793215077,12
14793215078,14
14793215079,14
14793215080,18
14793215081,15
14793215082,15
14793215083,11
14793215084,15
14793215085,16
14793215086,13
14793215087,12
14793215088,17
14793215089,14
14793215090,17
14793215091,16
14793215092,15
14793215093,14
14793215094,14
14793215095,14
14793215096,15
14793215097,10
14793215098,21
14793215099,12
14793215100,10
14793215101,11
14793215102,23
14793215103,14
14793215104,13
14793215105,18
14793215106,15
14793215107,14
14793215108,15
14793215109,14
14793215110,13
14793215111,16
14793215112,11
14793215113,11
14793215114,13
14793215115,12
14793215116,17
14793215117,11
14793215118,13
14793215119,15
14793215120,14
14793215121,15
14793215122,14
14793215123,14
14793215124,21
14793215125,14
14793215126,16
14793215127,14
14793215128,14
14793215129,16
14793215130,12
14793215131,10
14793215132,8
14793215133,27
14793215134,18
14793215135,13
14793215136,17
14793215137,16
14793215138,15
14793215139,16
14793215140,18
14793215141,12
14793215142,16
14793215143,12
14793215144,16
14793215145,15
14793215146,16
14793215147,14
14793215148,16
14793215149,14
14793215150,14
14793215151,13
14793215152,12
14793215153,16
14793215154,15
14793215155,14
14793215156,15
14793215157,13
14793215158,14
14793215159,15
14793215160,16
14793215161,13
14793215162,17
14793215163,14
14793215164,12
14793215165,14
14793215166,14
14793215167,13
14793215168,13
14793215169,15
14793215170,13
14793215171,11
14793215172,12
14793215173,12
14793215174,11
14793215175,21
14793215176,16
14793215177,16
14793215178,14
14793215179,17
14793215180,16
14793215181,13
14793215182,16
14793215183,9
14793215184,15
14793215185,11
14793215186,17
14793215187,14
14793215188,12
14793215189,13
14793215190,13
14793215191,8
14793215192,20
14793215193,15
14793215194,14
14793215195,15
14793215196,15
14793215197,16
14793215198,9
14793215199,10
14793215200,16
14793215201,16
14793215202,16
14793215203,13
14793215204,17
14793215205,16
14793215206,13
14793215207,13
14793215208,17
14793215209,17
14793215210,15
14793215211,13
14793215212,15
14793215213,13
14793215214,15
14793215215,17
14793215216,14
14793215217,8
14793215218,20
14793215219,14
14793215220,13
14793215221,12
14793215222,19
14793215223,15
14793215224,16
14793215225,14
14793215226,17
14793215227,13
14793215228,16
14793215229,13
14793215230,14
14793215231,16
14793215232,10
14793215233,11
14793215234,26
14793215235,16
14793215236,14
14793215237,15
14793215238,15
14793215239,14
14793215240,15
14793215241,15
14793215242,13
14793215243,14
14793215244,13
14793215245,12
14793215246,20
14793215247,15
14793215248,14
14793215249,12
14793215250,13
14793215251,16
14793215252,14
14793215253,14
14793215254,14
14793215255,13
14793215256,15
14793215257,13
14793215258,15
14793215259,13
14793215260,14
14793215261,14
14793215262,13
14793215263,12
14793215264,12
14793215265,14
14793215266,11
14793215267,10
14793215268,12
14793215269,11
14793215270,14
14793215271,13
14793215272,14
14793215273,10
14793215274,14
14793215275,12
14793215276,13
14793215277,15
14793215278,10
14793215279,16
14793215280,13
14793215281,13
14793215282,15
14793215283,14
14793215284,14
14793215285,14
14793215286,14
14793215287,12
14793215288,13
14793215289,13
14793215290,13
14793215291,14
14793215292,12
14793215293,9
14793215294,21
14793215295,13
14793215296,13
14793215297,12
14793215298,14
14793215299,15
14793215300,12
14793215301,13
14793215302,12
14793215303,12
14793215304,16
14793215305,15
14793215306,15
14793215307,14
14793215308,15
14793215309,9
14793215310,16
14793215311,8
14793215312,18
14793215313,13
14793215314,15
14793215315,15
14793215316,13
14793215317,13
14793215318,14
14793215319,12
14793215320,14
14793215321,14
14793215322,14
14793215323,12
14793215324,14
14793215325,15
14793215326,14
14793215327,8
14793215328,19
14793215329,12
14793215330,18
14793215331,13
14793215332,16
14793215333,15
14793215334,16
14793215335,9
14793215336,14
14793215337,12
14793215338,14
14793215339,11
14793215340,13
14793215341,13
14793215342,13
14793215343,13
14793215344,13
14793215345,13
14793215346,14
14793215347,14
14793215348,14
14793215349,12
14793215350,13
14793215351,13
14793215352,13
14793215353,15
14793215354,11
14793215355,11
14793215356,22
14793215357,13
14793215358,13
14793215359,11
14793215360,12
14793215361,11
14793215362,13
14793215363,9
14793215364,12
14793215365,15
14793215366,11
14793215367,14
14793215368,12
14793215369,11
14793215370,17
14793215371,11
14793215372,10
14793215373,12
14793215374,12
14793215375,11
14793215376,12
14793215377,12
14793215378,12
14793215379,12
14793215380,12
14793215381,11
14793215382,12
14793215383,11
14793215384,11
14793215385,13
14793215386,12
14793215387,12
14793215388,13
14793215389,12
14793215390,11
14793215391,14
14793215392,12
14793215393,14
14793215394,13
14793215395,11
14793215396,12
14793215397,11
14793215398,11
14793215399,11
14793215400,11
14793215401,11
14793215402,15
14793215403,10
14793215404,11
14793215405,11
14793215406,14
14793215407,12
14793215408,12
14793215409,14
14793215410,14
14793215411,14
14793215412,14
14793215413,14
14793215414,13
14793215415,12
14793215416,13
14793215417,14
14793215418,14
14793215419,13
14793215420,14
14793215421,14
14793215422,12
14793215423,11
14793215424,11
14793215425,12
14793215426,12
14793215427,12
14793215428,13
14793215429,11
14793215430,14
14793215431,10
14793215432,16
14793215433,13
14793215434,11
14793215435,12
14793215436,14
14793215437,13
14793215438,15
14793215439,14
14793215440,16
14793215441,13
14793215442,15
14793215443,16
14793215444,14
14793215445,14
14793215446,15
14793215447,15
14793215448,13
14793215449,15
14793215450,14
14793215451,15
14793215452,14
14793215453,14
14793215454,10
14793215455,18
14793215456,14
14793215457,14
14793215458,15
14793215459,14
14793215460,15
14793215461,14
14793215462,10
14793215463,16
14793215464,13
14793215465,13
14793215466,14
14793215467,14
14793215468,14
14793215469,14
14793215470,13
14793215471,12
14793215472,14
14793215473,13
14793215474,13
14793215475,14
14793215476,18
14793215477,15
14793215478,15
14793215479,15
14793215480,16
14793215481,16
14793215482,16
14793215483,14
14793215484,10
14793215485,10
14793215486,20
14793215487,12
14793215488,14
14793215489,13
14793215490,14
14793215491,11
14793215492,15
14793215493,14
14793215494,15
14793215495,11
14793215496,15
14793215497,10
14793215498,15
14793215499,13
14793215500,14
14793215501,14
14793215502,13
14793215503,14
14793215504,14
14793215505,15
14793215506,13
14793215507,12
14793215508,14
14793215509,13
14793215510,14
14793215511,13
14793215512,15
14793215513,14
14793215514,14
14793215515,13
14793215516,13
14793215517,16
14793215518,13
14793215519,13
14793215520,12
14793215521,12
14793215522,19
14793215523,15
14793215524,15
14793215525,16
14793215526,16
14793215527,15
14793215528,15
14793215529,15
14793215530,15
14793215531,12
14793215532,16
14793215533,13
14793215534,14
14793215535,13
14793215536,11
14793215537,11
14793215538,17
14793215539,13
14793215540,15
14793215541,15
14793215542,15
14793215543,16
14793215544,16
14793215545,15
14793215546,17
14793215547,15
14793215548,15
14793215549,14
14793215550,11
14793215551,11
14793215552,18
14793215553,13
14793215554,14
14793215555,14
14793215556,16
14793215557,16
14793215558,14
14793215559,15
14793215560,14
14793215561,14
14793215562,15
14793215563,14
14793215564,14
14793215565,13
14793215566,12
14793215567,13
14793215568,15
14793215569,16
14793215570,15
14793215571,14
14793215572,14
14793215573,15
14793215574,15
14793215575,15
14793215576,14
14793215577,15
14793215578,14
14793215579,14
14793215580,13
14793215581,15
14793215582,14
14793215583,14
14793215584,13
14793215585,13
14793215586,17
14793215587,15
14793215588,14
14793215589,15
14793215590,10
14793215591,14
14793215592,15
14793215593,13
14793215594,12
14793215595,12
14793215596,18
14793215597,14
14793215598,14
14793215599,12
14793215600,14
14793215601,10
14793215602,14
14793215603,11
14793215604,10
14793215605,16
14793215606,17
14793215607,13
14793215608,13
14793215609,15
14793215610,11
14793215611,10
14793215612,13
14793215613,11
14793215614,14
14793215615,18
14793215616,13
14793215617,16
14793215618,12
14793215619,14
14793215620,13
14793215621,14
14793215622,14
14793215623,13
14793215624,14
14793215625,13
14793215626,12
14793215627,12
14793215628,13
14793215629,13
14793215630,13
14793215631,11
14793215632,11
14793215633,13
14793215634,14
14793215635,15
14793215636,14
14793215637,14
14793215638,14
14793215639,14
14793215640,12
14793215641,12
14793215642,13
14793215643,12
14793215644,13
14793215645,11
14793215646,12
14793215647,13
14793215648,10
14793215649,12
14793215650,13
14793215651,11
14793215652,9
14793215653,11
14793215654,13
14793215655,9
14793215656,15
14793215657,12
14793215658,9
14793215659,9
14793215660,14
14793215661,12
14793215662,13
14793215663,12
14793215664,15
14793215665,12
14793215666,13
14793215667,10
14793215668,9
14793215669,13
14793215670,14
14793215671,10
14793215672,10
14793215673,15
14793215674,11
14793215675,13
14793215676,12
14793215677,14
14793215678,14
14793215679,13
14793215680,12
14793215681,11
14793215682,12
14793215683,13
14793215684,15
14793215685,14
14793215686,12
14793215687,9
14793215688,16
14793215689,13
14793215690,14
14793215691,13
14793215692,13
14793215693,12
14793215694,13
14793215695,13
14793215696,13
14793215697,14
14793215698,13
14793215699,12
14793215700,10
14793215701,11
14793215702,7
14793215703,12
14793215704,12
14793215705,10
14793215706,10
14793215707,15
14793215708,12
14793215709,12
14793215710,12
14793215711,13
14793215712,12
14793215713,11
14793215714,10
14793215715,11
14793215716,15
14793215717,9
14793215718,10
14793215719,8
14793215720,14
14793215721,12
14793215722,10
14793215723,10
14793215724,9
14793215725,9
14793215726,20
14793215727,8
14793215728,12
14793215729,7
14793215730,17
14793215731,12
14793215732,9
14793215733,10
14793215734,13
14793215735,11
14793215736,11
14793215737,12
14793215738,11
14793215739,12
14793215740,12
14793215741,4
14793215742,7
14793215743,18
14793215744,10
14793215745,11
14793215746,12
14793215747,12
14793215748,12
14793215749,12
14793215750,12
14793215751,6
14793215752,11
14793215753,11
14793215754,11
14793215755,11
14793215756,11
14793215757,11
14793215758,11
14793215759,11
14793215760,11
14793215761,12
14793215762,14
14793215763,9
14793215764,13
14793215765,12
14793215766,11
14793215767,11
14793215768,9
14793215769,12
14793215770,12
14793215771,13
14793215772,10
14793215773,10
14793215774,15
14793215775,9
14793215776,12
14793215777,10
14793215778,12
14793215779,11
14793215780,10
14793215781,12
14793215782,10
14793215783,9
14793215784,16
14793215785,10
14793215786,9
14793215787,9
14793215788,9
14793215789,6
14793215790,14
14793215791,12
14793215792,8
14793215793,14
14793215794,11
14793215795,11
14793215796,13
14793215797,11
14793215798,12
14793215799,11
14793215800,10
14793215801,12
14793215802,13
14793215803,13
14793215804,11
14793215805,13
14793215806,11
14793215807,9
14793215808,14
14793215809,8
14793215810,12
14793215811,12
14793215812,10
14793215813,10
14793215814,11
14793215815,10
14793215816,10
14793215817,10
14793215818,11
14793215819,12
14793215820,13
14793215821,12
14793215822,13
14793215823,12
14793215824,12
14793215825,13
14793215826,11
14793215827,12
14793215828,11
14793215829,12
14793215830,12
14793215831,11
14793215832,13
14793215833,10
14793215834,11
14793215835,10
14793215836,16
14793215837,11
14793215838,11
14793215839,10
14793215840,8
14793215841,14
14793215842,12
14793215843,9
14793215844,8
14793215845,10
14793215846,20
14793215847,12
14793215848,12
14793215849,13
14793215850,11
14793215851,9
14793215852,13
14793215853,10
14793215854,13
14793215855,12
14793215856,9
14793215857,10
14793215858,12
14793215859,11
14793215860,10
14793215861,7
14793215862,9
14793215863,16
14793215864,13
14793215865,11
14793215866,12
14793215867,11
14793215868,12
14793215869,7
14793215870,12
14793215871,12
14793215872,11
14793215873,11
14793215874,13
14793215875,13
14793215876,12
14793215877,11
14793215878,12
14793215879,10
14793215880,11
14793215881,12
14793215882,12
14793215883,11
14793215884,12
14793215885,11
14793215886,11
14793215887,11
14793215888,12
14793215889,10
14793215890,12
14793215891,10
14793215892,13
14793215893,12
14793215894,11
14793215895,9
14793215896,13
14793215897,11
14793215898,13
14793215899,12
14793215900,9
14793215901,12
14793215902,13
14793215903,9
14793215904,14
14793215905,14
14793215906,13
14793215907,10
14793215908,13
14793215909,12
14793215910,12
14793215911,11
14793215912,12
14793215913,12
14793215914,12
14793215915,11
14793215916,12
14793215917,13
14793215918,11
14793215919,11
14793215920,11
14793215921,12
14793215922,12
14793215923,12
14793215924,12
14793215925,12
14793215926,11
14793215927,11
14793215928,12
14793215929,11
14793215930,13
14793215931,12
14793215932,12
14793215933,12
14793215934,12
14793215935,12
14793215936,12
14793215937,11
14793215938,11
14793215939,11
14793215940,10
14793215941,10
14793215942,11
14793215943,10
14793215944,10
14793215945,9
14793215946,10
14793215947,13
14793215948,12
14793215949,10
14793215950,11
14793215951,10
14793215952,12
14793215953,11
14793215954,10
14793215955,9
14793215956,15
14793215957,11
14793215958,10
14793215959,12
14793215960,7
14793215961,14
14793215962,10
14793215963,9
14793215964,6
14793215965,7
14793215966,20
14793215967,10
14793215968,9
14793215969,13
14793215970,11
14793215971,13
14793215972,11
14793215973,11
14793215974,12
14793215975,10
14793215976,11
14793215977,11
14793215978,12
14793215979,12
14793215980,12
14793215981,9
14793215982,7
14793215983,20
14793215984,11
14793215985,11
14793215986,12
14793215987,13
14793215988,11
14793215989,14
14793215990,14
14793215991,12
14793215992,11
14793215993,12
14793215994,11
14793215995,13
14793215996,10
14793215997,13
14793215998,12
14793215999,13
14793216000,11
14793216001,11
14793216002,10
14793216003,11
14793216004,9
14793216005,12
14793216006,10
14793216007,12
14793216008,10
14793216009,12
14793216010,10
14793216011,13
14793216012,13
14793216013,12
14793216014,9
14793216015,11
14793216016,12
14793216017,12
14793216018,13
14793216019,11
14793216020,13
14793216021,11
14793216022,12
14793216023,11
14793216024,10
14793216025,12
14793216026,12
14793216027,14
14793216028,13
14793216029,9
14793216030,12
14793216031,10
14793216032,13
14793216033,11
14793216034,10
14793216035,11
14793216036,11
14793216037,9
14793216038,11
14793216039,11
14793216040,11
14793216041,12
14793216042,12
14793216043,12
14793216044,13
14793216045,13
14793216046,10
14793216047,10
14793216048,12
14793216049,9
14793216050,10
14793216051,12
14793216052,13
14793216053,10
14793216054,12
14793216055,12
14793216056,11
